-0.145954,0.0143077,-0.989188
-0.532245,-0.519088,-0.668777
-0.0628815,-0.993319,0.0967606
-0.718767,0.695216,-0.00703908
0.30509,-0.496658,-0.812558
-0.260615,0.658619,-0.705904
-0.116442,-0.963418,-0.241385
0.299685,-0.953284,-0.0379352
0.800062,-0.122939,0.587185
0.428856,0.27988,0.858924
-0.0851819,0.768922,-0.633643
0.689712,0.722093,0.0536498
0.623723,0.50035,0.600517
0.902568,-0.417214,-0.106317
-0.229405,-0.668514,-0.707433
-0.317897,-0.65625,-0.684308
-0.0807985,0.0211447,0.996506
-0.788569,0.600317,-0.133338
0.75314,-0.0752057,0.653548
0.371004,-0.634199,-0.678342
0.0261796,-0.547914,-0.836125
0.782364,0.58573,-0.211723
-0.144992,0.639511,0.754986
0.518296,-0.835411,-0.182913
-0.617806,0.193945,-0.762038
0.767876,0.638023,-0.0573848
-0.0898275,-0.775283,0.625194
0.446382,-0.763072,0.467401
0.956053,-0.0968351,0.27674
-0.327269,-0.655632,0.680471
0.768094,-0.632671,-0.0987871
0.707193,0.346262,-0.616425
0.130708,0.383942,-0.914059
0.817976,-0.501935,0.281028
-0.713951,-0.440971,-0.543892
-0.593814,-0.499848,-0.630505
0.67218,-0.584657,0.454257
-0.655969,0.71028,0.255356
-0.732383,0.409578,0.54393
0.839146,-0.0970159,-0.535184
0.267462,-0.689355,-0.673241
0.652053,0.0987733,0.751712
0.606186,-0.727563,-0.321233
-0.437659,-0.594924,0.67418
-0.274573,0.940035,0.202347
0.669574,0.727438,-0.150013
0.762208,0.0337357,-0.646453
0.180806,0.41241,-0.892876
0.849448,0.435964,-0.297275
0.132501,-0.780632,-0.610784
-0.757741,0.403688,-0.512703
-0.107222,-0.943062,-0.31486
0.999818,-0.00301528,-0.0188214
0.385826,-0.126846,0.91381
-0.815486,-0.16728,0.554075
0.0527021,-0.375746,-0.925223
-0.963004,-0.13842,0.231221
0.630543,-0.310435,0.711369
0.791686,0.604303,0.0897227
0.583014,-0.519841,0.624388
0.84833,0.0707731,-0.524717
-0.445946,-0.449696,-0.77389
0.618214,0.722162,-0.310311
-0.833885,-0.33772,-0.436556
0.636715,-0.162923,0.753691
-0.697201,0.663182,0.272213
0.508912,0.528556,0.679439
-0.0958634,0.677056,0.729661
-0.57862,-0.298886,0.758858
0.730623,-0.649621,0.210196
0.79612,-0.32434,0.510878
0.380113,0.676963,0.630266
-0.79429,-0.344752,-0.50025
-0.468889,-0.127373,0.874025
-0.5519,0.475229,-0.685247
0.444589,0.394621,-0.804124
0.0167535,-0.281303,-0.959473
0.705152,-0.665002,0.246036
-0.385552,0.498348,-0.77653
0.315227,0.624563,0.71453
-0.717676,-0.56198,-0.411243
-0.0792201,-0.607121,0.790651
-0.390281,0.712633,0.582953
-0.825442,-0.353148,-0.440376
0.921482,0.370546,-0.116475
-0.915935,0.291144,0.276222
-0.992648,-0.12078,0.00783946
0.964938,0.185393,0.185807
0.541884,0.804253,0.244007
0.23213,0.82565,0.514215
-0.658583,0.576964,-0.483095
0.759921,-0.621449,-0.190583
0.231016,0.352077,0.907013
-0.366835,0.856726,0.362563
0.237965,-0.407955,0.881445
-0.573597,-0.814395,0.0880132
0.48209,0.828977,-0.283525
0.315086,-0.692412,0.649066
0.251223,0.722679,-0.643912
0.115988,0.315099,-0.941944
-0.672467,-0.675453,0.302575
0.250338,-0.760748,-0.598826
0.576723,0.00643281,-0.816914
-0.844765,0.0535725,-0.532449
-0.4142,0.497221,0.762371
0.670302,-0.380452,0.637143
0.693225,0.683791,-0.227747
0.437526,-0.306476,0.845366
